id,abstract,category
21479,"Modeling of the global heliosphere seeks to investigate the interaction of the solar wind with the partially ionized local interstellar medium. Models that treat neutral hydrogen self-consistently and in great detail, together with the plasma, but that neglect magnetic fields, constitute a sub-category within global heliospheric models. There are several different modeling strategies used for this sub-category in the literature. Differences and commonalities in the modeling results from different strategies are pointed out. Plasma-only models and fully self-consistent models from four research groups, for which the neutral species is modeled with either one, three, or four fluids, or else kinetically, are run with the same boundary parameters and equations. They are compared to each other with respect to the locations of key heliospheric boundary locations and with respect to the neutral hydrogen content throughout the heliosphere. In many respects, the models' predictions are similar. In particular, the locations of the termination shock agree to within 7% in the nose direction and to within 14% in the downwind direction. The nose locations of the heliopause agree to within 5%. The filtration of neutral hydrogen from the interstellar medium into the inner heliosphere, however, is model dependent, as are other neutral results including the hydrogen wall. These differences are closely linked to the strength of the interstellar bow shock. The comparison also underlines that it is critical to include neutral hydrogen into global heliospheric models.",physics
52613,"Compressive displays are an emerging technology exploring the co-design of new optical device configurations and compressive computation. Previously, research has shown how to improve the dynamic range of displays and facilitate high-quality light field or glasses-free 3D image synthesis. In this paper, we introduce a new multi-mode compressive display architecture that supports switching between 3D and high dynamic range (HDR) modes as well as a new super-resolution mode. The proposed hardware consists of readily-available components and is driven by a novel splitting algorithm that computes the pixel states from a target high-resolution image. In effect, the display pixels present a compressed representation of the target image that is perceived as a single, high resolution image.",cs
53718,Let M be a closed simply connected 2n-dimensional manifold. The present paper is concerned with the cohomology of classifying spaces of connected groups of homeomorphisms of M.,math
45468,"Relativistic electrons are prodigious sources of photons. Beyond classical accelerators, ultra-intense laser interactions are of particular interest as they allow the coherent motion of relativistic electrons to be controlled and exploited as sources of radiation. Under extreme laser conditions theory predicts that isolated free relativistic electron sheets (FRES) can be produced and exploited for the production of a new class of radiation - unipolar extreme ultraviolet(XUV) pulses. However, the combination of extremely rapid rise-time and highest peak intensity in these simulations is still beyond current laser technology. We demonstrate a route to isolated FRES with existing lasers by exploiting relativistic transparency to produce an ultra-intense pulse with a steep rise time. When such an FRES interacts with a second, oblique target foil the electron sheet is rapidly accelerated ('kicked'). The radiation signature and simulations demonstrate that a single, nanometer thick FRES was produced. The experimental observations together with our theoretical modeling suggest the production of the first unipolar (half-cycle) pulse in the XUV - an achievement that has so far only been realized in the terahertz spectral domain.",physics
17063,"Physical conditions of formation of the ball lightning with high energy density considered as condensate of heavily excited atoms have been studied. In our approach the ball lightning formation processes is considered as a form of energy-structure self-organi-zation on the base of metastable substance and interchange. We propose different variants of the experimental method to create autonomous formation on the base of the closed capillary discharge allowing to obtain the objects with the life time up to 2s which burn through the foil, explode and can penetrate through the polymer wall without destroying it.",physics
9724,"The paper introduces the principles of object-oriented translation for target machine which provides executing the sequences of elementary operations on persistent data presented as a set of relations (programmable relational system). The language of this target machine bases on formal operations of relational data model. An approach is given to convert both the description of complex object-oriented data structures and operations on these data, into a description of relational structures and operations on them. The proposed approach makes possible to extend the target relational language with commands allowing data be described as a set of complex persistent objects of different classes. Object views are introduced which allow relational operations be applied to the data of complex objects. It is shown that any operation and method can be executed on any group of the objects without explicit and implicit iterators. Binding of both attributes and methods with their polymorphic implementations are discussed. Classes can be co-used with relations as scalar domains, in referential integrity constraints and in data query operations.",cs
17075,"We present a novel routine, namely medlineR, based on R-language, that enables the user to match data from MEDLINE/PubMed with records indexed in the ISI Web of Science (WoS) database. The matching allows exploiting the rich and controlled vocabulary of Medical Subject Headings (MeSH) of MEDLINE/PubMed with additional fields of WoS. The integration provides data (e.g. citation data, list of cited reference, full list of the addresses of authors' host organisations, WoS subject categories) to perform a variety of scientometric analyses. This brief communication describes medlineR, the methodology on which it relies, and the steps the user should follow to perform the matching across the two databases. In order to specify the differences from Leydesdorff and Opthof (2013), we conclude the brief communication by testing the routine on the case of the ""Burgada Syndrome"".",cs
26894,This is a brief overview of the life of Leonid Kantorovich (1912--1986) and his contribution to the fields of linear programming and ordered vector spaces.,math
79585,"Sensor networks are an exciting new kind of computer system. Consisting of a large number of tiny, cheap computational devices physically distributed in an environment, they gather and process data about the environment in real time. One of the central questions in sensor networks is what to do with the data, i.e., how to reason with it and how to communicate it. This paper argues that the lessons of the UAI community, in particular that one should produce and communicate beliefs rather than raw sensor values, are highly relevant to sensor networks. We contend that loopy belief propagation is particularly well suited to communicating beliefs in sensor networks, due to its compact implementation and distributed nature. We investigate the ability of loopy belief propagation to function under the stressful conditions likely to prevail in sensor networks. Our experiments show that it performs well and degrades gracefully. It converges to appropriate beliefs even in highly asynchronous settings where some nodes communicate far less frequently than others; it continues to function if some nodes fail to participate in the propagation process; and it can track changes in the environment that occur while beliefs are propagating. As a result, we believe that sensor networks present an important application opportunity for UAI.",cs
13437,"This paper is concerned with the problem of robust reliable control for a class of uncertain 2D discrete switched systems with state delays represented by a model of Roesser type. The parameter uncertainties are assumed to be norm-bounded. Firstly, delay-dependent sufficient condition for the exponential stability of the discrete 2D systems with state delays is established. Then, the concept of average dwell time is extended to 2D switched systems, and a reliable state feedback controller is developed in terms of linear matrix inequalities (LMIs) such that the resulting closed-loop system is exponentially stable for all admissible uncertainties and actuator failures. The dwell time approach is utilized for the stability analysis and controller design. Finally, an example is included to demonstrate the effectiveness of the proposed approach.",math
81948,"We experimentally investigate the effect of atomic $\delta$-kicked rotor potentials on the mutual coherence between wavepackets in an atom interferometer. The differential action of the kicked rotor degrades the mutual coherence, leading to a reduction of the interferometry fringe visibility; however, when the repetition rate of the kicked rotor is at or near the quantum resonance, we observe revival of matter-wave coherence as the number of kicks increases, resulting in non-vanishing coherence in the large kick number limit. This coherence saturation effect reflects a saturation of fidelity decay due to momentum displacements in deep quantum regime. The saturation effect is accompanied with an invariant distribution of matter-wave coherence under the kicked rotor perturbations.",physics
10268,"In this note, we study the easy certificate classes introduced by Hemaspaandra, Rothe, and Wechsung, with regard to the question of whether or not surjective one-way functions exist. This is an important open question in cryptology. We show that the existence of partial one-way permutations can be characterized by separating P from the class of UP sets that, for all unambiguous polynomial-time Turing machines accepting them, always have easy (i.e., polynomial-time computable) certificates. This extends results of Grollmann and Selman. By Gr\""adel's recent results about one-way functions, this also links statements about easy certificates of NP sets with statements in finite model theory. Similarly, there exist surjective poly-one one-way functions if and only if there is a set L in P such that not all FewP machines accepting L always have easy certificates. We also establish a condition necessary and sufficient for the existence of (total) one-way permutations.",cs
39670,"We consider the problem of estimating the structural function in nonparametric instrumental regression, where in the presence of an instrument W a response Y is modeled in dependence of an endogenous explanatory variable Z. The proposed estimator is based on dimension reduction and additional thresholding. The minimax optimal rate of convergence of the estimator is derived assuming that the structural function belongs to some ellipsoids which are in a certain sense linked to the conditional expectation operator of Z given W. We illustrate these results by considering classical smoothness assumptions. However, the proposed estimator requires an optimal choice of a dimension parameter depending on certain characteristics of the unknown structural function and the conditional expectation operator of Z given W, which are not known in practice. The main issue addressed in our work is an adaptive choice of this dimension parameter using a model selection approach under the restriction that the conditional expectation operator of Z given W is smoothing in a certain sense. In this situation we develop a penalized minimum contrast estimator with randomized penalty and collection of models. We show that this data-driven estimator can attain the lower risk bound up to a constant over a wide range of smoothness classes for the structural function.",stat
31800,We study the finite dimensional partition properties of the countable homogeneous dense local order. Some of our results use ideas borrowed from the partition calculus of the rationals and are obtained thanks to a strengthening of Milliken's theorem on trees.,math
957,"The Fourier Entropy-Influence (FEI) conjecture of Friedgut and Kalai [FK96] seeks to relate two fundamental measures of Boolean function complexity: it states that $H[f] \leq C Inf[f]$ holds for every Boolean function $f$, where $H[f]$ denotes the spectral entropy of $f$, $Inf[f]$ is its total influence, and $C > 0$ is a universal constant. Despite significant interest in the conjecture it has only been shown to hold for a few classes of Boolean functions.   Our main result is a composition theorem for the FEI conjecture. We show that if $g_1,...,g_k$ are functions over disjoint sets of variables satisfying the conjecture, and if the Fourier transform of $F$ taken with respect to the product distribution with biases $E[g_1],...,E[g_k]$ satisfies the conjecture, then their composition $F(g_1(x^1),...,g_k(x^k))$ satisfies the conjecture. As an application we show that the FEI conjecture holds for read-once formulas over arbitrary gates of bounded arity, extending a recent result [OWZ11] which proved it for read-once decision trees. Our techniques also yield an explicit function with the largest known ratio of $C \geq 6.278$ between $H[f]$ and $Inf[f]$, improving on the previous lower bound of 4.615.",cs
30094,"We present an exactly solvable model of a classical dielectric medium that gives an unambiguous local decomposition of field and charge motion and their contribution to the conserved quantities. This is done with special care to the forces that exist at surfaces, coatings and the ends of packets. The result is a mathematically simpler and more intuitive understand- ing of causality in media than the Brillouin and Sommerfeld theories and an understanding of the Kramers-Kronig relations in terms of dynamics and conservation laws. The Abraham-Minkowskii paradox is clarified from this point of view and the export of such notions to realistic media and metamaterials are discussed. This model can be extended to manifestly maintain these features as general nonlinear and time and space dependent changes in medium response are introduced and provides a universal description for all dielectrics.",physics
21929,"In this paper, we present a decision support system based on belief functions and the pignistic transformation. The system is an integration of an evidential system for belief function propagation and a valuation-based system for Bayesian decision analysis. The two subsystems are connected through the pignistic transformation. The system takes as inputs the user's ""gut feelings"" about a situation and suggests what, if any, are to be tested and in what order, and it does so with a user friendly interface.",cs
46326,Measurement uncertainty is a non trivial aspect of the laboratory component of most undergraduate physics courses. Confusion about the application of statistical tools calls for the elaboration of guidelines and the elimination of inconsistencies were possible. Linear regression is one of the fundamental statistical tool often used in a first year physics laboratory setting. In what follows we present an argument that leads to an unambiguous choice of (a) variable(s) to be used as predictor(s) and variable to be predicted.,physics
83624,Several designs for micro-devices for chemotaxis based on nano-motors are proposed. The nano- or micro-motors are the conventional Janus rods or spheres that are powered by the catalytic reaction of fuels such as hydrogen peroxide. It is shown how these can be linked to make a device that can follow a concentration gradient of the fuel. The feasibility of assembling the devices using micromanipulation or metallic deposition is discussed. A possible design principle is suggested for a device that follows the concentration gradient of an analyte other than the fuel.,physics
29769,"Turbulence simulation codes can exploit the flute-like nature of plasma turbulence to reduce the effective number of degrees of freedom necessary to represent fluctuations. This can be achieved by employing magnetic coordinates of which one is aligned along the magnetic field. This work presents an approach in which the position along the field lines is identified by the toroidal angle, rather than the most commonly used poloidal angle. It will be shown that this approach has several advantages. Among these, periodicity in both angles is retained. This property allows moving to an equivalent representation in Fourier space with a reduced number of toroidal components. It will be shown how this duality can be exploited to transform conventional codes that use a spectral representation on the magnetic surface into codes with a field-aligned coordinate. It is also shown that the new approach can be generalised to get rid of magnetic coordinates in the poloidal plane altogether, for a large class of models. Tests are carried out by comparing the new approach with the conventional approach employing a uniform grid, for a basic ion temperature gradient (ITG) turbulence model implemented by the two corresponding versions of the ETAI3D code. These tests uncover an unexpected property of the model, that localized large parallel gradients can intermittently appear in the turbulent regime. This leaves open the question whether this is a general property of plasma turbulence, which may lead one to reconsider some of the usual assumptions on micro-turbulence dynamics.",physics
10093,"We present the formulation and development of the unique physics program at Manhattanville College. By addressing challenges faced by small physics departments in liberal arts colleges, such as the lack of critical mass, lack of significant funding, and under-staffing, we share our efforts and experiences in revitalization of the program into one that is small but of rigor and vitality, with unique features that take advantage of the resources available, including adoption of computer technology in instructional laboratory, collaborations with nearby institutions, and joint efforts with colleagues of other departments/schools. Also included are some discussions on the balance between service and the major, on the relationship with K-12 physics education, and on the rigor of the curriculum, particularly in view of the opposite but converging trends in US and in China.",physics
14721,We measure strong magnetic field intensities in a subwavelength gap separating two dielectric resonators. This dimer magnetic antenna is characterized in the GHz spectral regime when considering three conditions of illumination. We detail the different magneto-electric couplings involved in the enhancement of the near magnetic field and derive the analytical expression of the magnetic field intensities. The results reported here in the GHz domain can be extended to other spectral domains since they are obtained with a dielectric permittivity 16 that can be observed in a very broad spectrum ranging from optics to radio-frequencies.,physics
57140,"The first quantitative neural network model of feelings and emotions is proposed on the base of available data on their neuroscience and evolutionary biology nature, and on a neural network human memory model which admits distinct description of conscious and unconscious mental processes in a time dependent manner. As an example, proposed model is applied to quantitative description of the feeling of knowing.",cs
68240,"For (E) being one of the three sets: the whole real axis, a finite symmetric interval and the positive semiaxis, we discuss the simplest differential operators of the second order which commute with the truncated Fourier operator (\mathscr{F}_E).",math
82634,"We report the discovery of an exact mapping from Galilean time and space coordinates to Minkowski spacetime coordinates, showing that Lorentz covariance and the spacetime construct are consistent with the existence of a dynamical 3-space, and ""absolute motion"". We illustrate this mapping first with the standard theory of sound, as vibrations of a medium, which itself may be undergoing fluid motion, and which is covariant under Galilean coordinate transformations. By introducing a different non-physical class of space and time coordinates it may be cast into a form that is covariant under ""Lorentz transformations"" wherein the speed of sound is now the ""invariant speed"". If this latter formalism were taken as fundamental and complete we would be lead to the introduction of a pseudo-Riemannian ""spacetime"" description of sound, with a metric characterised by an ""invariant speed of sound"". This analysis is an allegory for the development of 20th century physics, but where the Lorentz covariant Maxwell equations were constructed first, and the Galilean form was later constructed by Hertz, but ignored. It is shown that the Lorentz covariance of the Maxwell equations only occurs because of the use of non-physical space and time coordinates. The use of this class of coordinates has confounded 20th century physics, and resulted in the existence of a ""flowing"" dynamical 3-space being overlooked. The discovery of the dynamics of this 3-space has lead to the derivation of an extended gravity theory as a quantum effect, and confirmed by numerous experiments and observations.",physics
10182,"In this paper, we present a determinist Jordan normal form algorithms based on the Fadeev formula: \[(\lambda \cdot I-A) \cdot B(\lambda)=P(\lambda) \cdot I\] where $B(\lambda)$ is $(\lambda \cdot I-A)$'s comatrix and $P(\lambda)$ is $A$'s characteristic polynomial. This rational Jordan normal form algorithm differs from usual algorithms since it is not based on the Frobenius/Smith normal form but rather on the idea already remarked in Gantmacher that the non-zero column vectors of $B(\lambda_0)$ are eigenvectors of $A$ associated to $\lambda_0$ for any root $\lambda_0$ of the characteristical polynomial. The complexity of the algorithm is $O(n^4)$ field operations if we know the factorization of the characteristic polynomial (or $O(n^5 \ln(n))$ operations for a matrix of integers of fixed size). This algorithm has been implemented using the Maple and Giac/Xcas computer algebra systems.",cs
41619,"Three natural definitions for amenability of general Hopf C^*-algebras (all of them being generalizations of the case of locally compact groups) were given and the relations between them were studied. Moreover, amenability in the situation of duality of Hopf C^*-algebras was also studied.",math
5047,"The study of social networks is a burgeoning research area. However, most existing work deals with networks that simply encode whether relationships exist or not. In contrast, relationships in signed networks can be positive (""like"", ""trust"") or negative (""dislike"", ""distrust""). The theory of social balance shows that signed networks tend to conform to some local patterns that, in turn, induce certain global characteristics. In this paper, we exploit both local as well as global aspects of social balance theory for two fundamental problems in the analysis of signed networks: sign prediction and clustering. Motivated by local patterns of social balance, we first propose two families of sign prediction methods: measures of social imbalance (MOIs), and supervised learning using high order cycles (HOCs). These methods predict signs of edges based on triangles and \ell-cycles for relatively small values of \ell. Interestingly, by examining measures of social imbalance, we show that the classic Katz measure, which is used widely in unsigned link prediction, actually has a balance theoretic interpretation when applied to signed networks. Furthermore, motivated by the global structure of balanced networks, we propose an effective low rank modeling approach for both sign prediction and clustering. For the low rank modeling approach, we provide theoretical performance guarantees via convex relaxations, scale it up to large problem sizes using a matrix factorization based algorithm, and provide extensive experimental validation including comparisons with local approaches. Our experimental results indicate that, by adopting a more global viewpoint of balance structure, we get significant performance and computational gains in prediction and clustering tasks on signed networks. Our work therefore highlights the usefulness of the global aspect of balance theory for the analysis of signed networks.",cs
43218,"Lemaitre was apparently the first to make an explicit coordinate transformation resulting in the removal of the singularity at r = a = 2m in the Schwarzschild metric, while Lanczos was the first to express doubts on the physical reality of that singularity since it could be introduced or removed by a transformation of coordinates.",physics
8503,"Life is a discrete, stochastic phenomena : for a biological organism, the time of the two most important events of its life (reproduction and death) is random and these events change the number of individuals of the species by single units. These facts can have surprising, counter-intuitive consequences. I review here three examples where these facts play, or could play, important roles : the spatial distribution of species, the biodiversity and the (Darwinian) evolution of altruistic behavior.",physics
73163,"This paper has been withdrawn by the authors because the paper is largely revised and improved, and to appear in Mechanics Research Communications.",physics
20149,"We introduce the notion of the $\alpha$-Haagerup approximation property for $\alpha\in[0,1/2]$ using a one-parameter family of positive cones studied by Araki and show that the $\alpha$-Haagerup approximation property actually does not depend on a choice of $\alpha$. This gives us a direct proof of the fact that two characterizations of the Haagerup approximation property are equivalent, one in terms of the standard form and the other in terms of completely positive maps.   We also discuss the $L^p$-Haagerup approximation property for a non-commutative $L^p$-spaces associated with a von Neumann algebra ($1<p<\infty$) and show the independency of the $L^p$-Haagerup approximation property on $p$.",math
62805,"In this paper we study urban segregation of two different communities A and B, poor and rich, distributed randomly on finite samples, to check cheap and expensive residences. For this purpose we avoid the complications of the Schelling model which are not necessary and instead we use the Ising model on 500 x 500 square lattice, which give similar results, with random magnetic field at lower and higher temperatures (kT/J = 2.0, 99.0) in finite times equal to 40, 400, 4000 and 40,000. This random-field Ising magnet is a suitable model, where each site of the square lattice carries a magnetic field h which is randomly up (expensive) or down (cheap). The resulting addition to the energy prefers up spins on the expensive and down spins on the cheap sites. Our simulations were carried out using a 50-lines FORTRAN program. We present at a lower temperature (2.0) a time series of pictures, separating growing from non-growing domains. A small random field (h = +- 0.1) allows for large domains, while a large random field (h = +- 0.9) allows only small clusters. At higher temperature (99.0) we could not obtain growing domains.",physics
51389,"In high-frequency photoacoustic imaging with uniform illumination, homogeneous photo-absorbing structures may be invisible because of their large size or limited-view issues. Here we show that, by exploiting dynamic speckle illumination, it is possible to reveal features which are normally invisible with a photoacoustic system comprised of a 20MHz linear ultrasound array. We demonstrate imaging of a 5 mm diameter absorbing cylinder and a 30 micrometer black thread arranged in a complex shape. The hidden structures are directly retrieved from photoacoustic images recorded for different random speckle illuminations of the phantoms by assessing the variation in the value of each pixel over the illumination patterns.",physics
36927,"R. A. Fisher founded modern statistical inference in 1922 and identified its fundamental problems to be: specification, estimation and distribution. Since then the problem of statistical model specification has received scant attention in the statistics literature. The paper traces the history of statistical model specification, focusing primarily on pioneers like Fisher, Neyman, and more recently Lehmann and Cox, and attempts a synthesis of their views in the context of the Probabilistic Reduction (PR) approach. As argued by Lehmann [11], a major stumbling block for a general approach to statistical model specification has been the delineation of the appropriate role for substantive subject matter information. The PR approach demarcates the interrelated but complemenatry roles of substantive and statistical information summarized ab initio in the form of a structural and a statistical model, respectively. In an attempt to preserve the integrity of both sources of information, as well as to ensure the reliability of their fusing, a purely probabilistic construal of statistical models is advocated. This probabilistic construal is then used to shed light on a number of issues relating to specification, including the role of preliminary data analysis, structural vs. statistical models, model specification vs. model selection, statistical vs. substantive adequacy and model validation.",stat
10138,"In this paper we generalize the notion of strongly poly-free group to a larger class of groups, we call them strongly poly-surface groups and prove that the Fibered Isomorphism Conjecture of Farrell and Jones corresponding to the stable topological pseudoisotopy functor is true for any virtually strongly poly-surface group. A consequence is that the Whitehead group of a torsion free subgroup of any virtually strongly poly-surface group vanishes.",math
45251,This paper analyzes the performance of Tyler's M-estimator of the scatter matrix in elliptical populations. We focus on the non-asymptotic setting and derive the estimation error bounds depending on the number of samples n and the dimension p. We show that under quite mild conditions the squared Frobenius norm of the error of the inverse estimator decays like p^2/n with high probability.,stat
82161,We investigate theoretically subwavelength imaging by acoustic metamaterial slabs immersed in the liquid matrix. A near-field subwavelength image formed by evanescent waves is achieved by a designed metamaterial slab with negative mass density and positive modulus. A subwavelength real image is achieved by a designed metamaterial slab with simultaneously negative mass density and modulus. These results are expected to shed some lights on designing novel devices of acoustic metamaterials.,physics
43834,"We consider point clouds obtained as random samples of a measure on a Euclidean domain. A graph representing the point cloud is obtained by assigning weights to edges based on the distance between the points they connect. Our goal is to develop mathematical tools needed to study the consistency, as the number of available data points increases, of graph-based machine learning algorithms for tasks such as clustering. In particular, we study when is the cut capacity, and more generally total variation, on these graphs a good approximation of the perimeter (total variation) in the continuum setting. We address this question in the setting of $\Gamma$-convergence. We obtain almost optimal conditions on the scaling, as number of points increases, of the size of the neighborhood over which the points are connected by an edge for the $\Gamma$-convergence to hold. Taking the limit is enabled by a transportation based metric which allows to suitably compare functionals defined on different point clouds.",stat
23912,"We improve upon on a limit theorem for numerical index for large classes of Banach spaces including vector valued $\ell_p$-spaces and $\ell_p$-sums of Banach spaces where $1\leq p \leq \infty$. We first prove $ n_1(X) = \displaystyle \lim_m n_1(X_m)$ for a modified numerical index $n_1(\, .\,)$. Later, we establish if a norm on $X$ satisfies the local characterization condition, then $n(X) = \displaystyle\lim_m n(X_m).$ We also present an example of a Banach space where the local characterization condition is satisfied.",math
84966,"Detection of emerging topics are now receiving renewed interest motivated by the rapid growth of social networks. Conventional term-frequency-based approaches may not be appropriate in this context, because the information exchanged are not only texts but also images, URLs, and videos. We focus on the social aspects of theses networks. That is, the links between users that are generated dynamically intentionally or unintentionally through replies, mentions, and retweets. We propose a probability model of the mentioning behaviour of a social network user, and propose to detect the emergence of a new topic from the anomaly measured through the model. We combine the proposed mention anomaly score with a recently proposed change-point detection technique based on the Sequentially Discounting Normalized Maximum Likelihood (SDNML), or with Kleinberg's burst model. Aggregating anomaly scores from hundreds of users, we show that we can detect emerging topics only based on the reply/mention relationships in social network posts. We demonstrate our technique in a number of real data sets we gathered from Twitter. The experiments show that the proposed mention-anomaly-based approaches can detect new topics at least as early as the conventional term-frequency-based approach, and sometimes much earlier when the keyword is ill-defined.",stat
19730,"In this paper, the flow around each ring-like vortex is investigated by high order DNS including first sweep, first ejection, second sweep, second ejection, positive spike, momentum deficit, vortex shape, vortex location, strength of sweeps, etc. Meanwhile, the mechanism about formation of momentum deficit is deeply studied. A new mechanism on how the multiple rings are formed one by one found both by experiment and by DNS in late boundary layer transition is presented. It also reveals that the relation between streamwise vortex and spanvise vertex rings, and how the vorticity is transferred between them.",physics
40171,"In the current study, a double-averaged analytical model including the action of the perturbing body's inclination is developed to study third-body perturbations. The disturbing function is expanded in the form of Legendre polynomials truncated up to the second-order term, and then is averaged over the periods of the spacecraft and the perturbing body. The efficiency of the double-averaged algorithm is verified with the full elliptic restricted three-body model. Comparisons with the previous study for a lunar satellite perturbed by Earth are presented to measure the effect of the perturbing body's inclination, and illustrate that the lunar obliquity with the value 6.68\degree is important for the mean motion of a lunar satellite. The application to the Mars-Sun system is shown to prove the validity of the double-averaged model. It can be seen that the algorithm is effective to predict the long-term behavior of a high-altitude Martian spacecraft perturbed by Sun. The double-averaged model presented in this paper is also applicable to other celestial systems.",physics
63252,"This is a brief account of the legacy of Ken Wilson in statistical physics, high energy physics, computing and education.",physics
23859,"This article deals with Part family formation problem which is believed to be moderately complicated to be solved in polynomial time in the vicinity of Group Technology (GT). In the past literature researchers investigated that the part family formation techniques are principally based on production flow analysis (PFA) which usually considers operational requirements, sequences and time. Part Coding Analysis (PCA) is merely considered in GT which is believed to be the proficient method to identify the part families. PCA classifies parts by allotting them to different families based on their resemblances in: (1) design characteristics such as shape and size, and/or (2) manufacturing characteristics (machining requirements). A novel approach based on simulated annealing namely SAPFOCS is adopted in this study to develop effective part families exploiting the PCA technique. Thereafter Taguchi's orthogonal design method is employed to solve the critical issues on the subject of parameters selection for the proposed metaheuristic algorithm. The adopted technique is therefore tested on 5 different datasets of size 5 {\times} 9 to 27 {\times} 9 and the obtained results are compared with C-Linkage clustering technique. The experimental results reported that the proposed metaheuristic algorithm is extremely effective in terms of the quality of the solution obtained and has outperformed C-Linkage algorithm in most instances.",cs
4244,"The motivation of this paper comes from the two weight inequality $$\|P_\omega(f)\|_{L^p_v}\le C\|f\|_{L^p_v},\quad f\in L^p_v,$$ for the Bergman projection $P_\omega$ in the unit disc. We show that the boundedness of $P_\omega$ on $L^p_v$ is characterized in terms of self-improving Muckenhoupt and Bekoll\'e-Bonami type conditions when the radial weights $v$ and $\omega$ admit certain smoothness. En route to the proof we describe the asymptotic behavior of the $L^p$-means and the $L^p_v$-integrability of the reproducing kernels of the weighted Bergman space $A^2_\omega$. These estimates are further applied to characterize the positive Borel measures $\mu$ such that the Toeplitz operator $T_\mu$ belongs to the $p$-Schatten-Von Neumann ideal.",math
56318,"Data attacks on state estimation modify part of system measurements such that the tempered measurements cause incorrect system state estimates. Attack techniques proposed in the literature often require detailed knowledge of system parameters. Such information is difficult to acquire in practice. The subspace methods presented in this paper, on the other hand, learn the system operating subspace from measurements and launch attacks accordingly. Conditions for the existence of an unobservable subspace attack are obtained under the full and partial measurement models. Using the estimated system subspace, two attack strategies are presented. The first strategy aims to affect the system state directly by hiding the attack vector in the system subspace. The second strategy misleads the bad data detection mechanism so that data not under attack are removed. Performance of these attacks are evaluated using the IEEE 14-bus network and the IEEE 118-bus network.",cs
14519,"Response-adaptive randomization has recently attracted a lot of attention in the literature. In this paper, we propose a new and simple family of response-adaptive randomization procedures that attain the Cramer--Rao lower bounds on the allocation variances for any allocation proportions, including optimal allocation proportions. The allocation probability functions of proposed procedures are discontinuous. The existing large sample theory for adaptive designs relies on Taylor expansions of the allocation probability functions, which do not apply to nondifferentiable cases. In the present paper, we study stopping times of stochastic processes to establish the asymptotic efficiency results. Furthermore, we demonstrate our proposal through examples, simulations and a discussion on the relationship with earlier works, including Efron's biased coin design.",stat
42980,"Clustering has been widely applied to Information Retrieval (IR) on the grounds of its potential improved effectiveness over inverted file search. Clustering is a mostly unsupervised procedure and the majority of the clustering algorithms depend on certain assumptions in order to define the subgroups present in a data set .A clustering quality measure is a function that, given a data set and its partition into clusters, returns a non-negative real number representing the quality of that clustering. Moreover, they may behave in a different way depending on the features of the data set and their input parameters values. Therefore, in most applications the resulting clustering scheme requires some sort of evaluation as regards its validity. The quality of clustering can be enhanced by using a Cellular Automata Classifier for information retrieval. In this study we take the view that if cellular automata with clustering is applied to search results (query-specific clustering), then it has the potential to increase the retrieval effectiveness compared both to that of static clustering and of conventional inverted file search. We conducted a number of experiments using ten document collections and eight hierarchic clustering methods. Our results show that the effectiveness of query-specific clustering with cellular automata is indeed higher and suggest that there is scope for its application to IR.",cs
57642,"The Noetherian type of a space is the least k for which the space has a k^op-like base, i.e., a base in which no element has k-many supersets. We prove some results about Noetherian types of (generalized) ordered spaces and products thereof. For example: the density of a product of not-too-many compact linear orders never exceeds its Noetherian type, with equality possible only for singular Noetherian types; we prove a similar result for products of Lindelof GO-spaces. A countable product of compact linear orders has an omega_1^op-like base if and only if it is metrizable, and every metrizable space has an omega^op-like base. An infinite cardinal k is the Noetherian type of a compact LOTS if and only if k is not omega_1 and k is not weakly inaccessible. There is a Lindelof LOTS with Noetherian type omega_1 and there consistently is a Lindelof LOTS with weakly inaccessible Noetherian type.",math
21332,"Controlling appliances is a main part of automation. The main object of Home automation is to provide a wireless communication link of home appliances to the remote user. The main objective of this work is to make such a system which controls the home appliances remotely. This paper discusses two methods of controlling home appliances one is via voice to text SMS and other is to use the mobile as a remote control, this system will provide a benefit to the elderly and disable people and also to those who are unaware of typing an SMS.",cs
64083,"We study stratifying ideals for rings in the context of relative homological algebra. Using LU-decompositions, which are a special type of twisted products, we give a sufficient condition for an idempotent ideal to be (relative) stratifying.",math
61551,In this paper we prove the asymptotic efficiency of the model selection procedure proposed by the authors in the first part. To this end we introduce the robust risk as the least upper bound of the quadratical risk over a broad class of observation distributions. Asymptotic upper and lower bounds for the robust risk have been derived. The asymptotic efficiency of the procedure is proved. The Pinsker constant is found.,stat
30626,"Approaches for testing sets of variants, such as a set of rare or common variants within a gene or pathway, for association with complex traits are important. In particular, set tests allow for aggregation of weak signal within a set, can capture interplay among variants, and reduce the burden of multiple hypothesis testing. Until now, these approaches did not address confounding by family relatedness and population structure, a problem that is becoming more important as larger data sets are used to increase power.   Results: We introduce a new approach for set tests that handles confounders. Our model is based on the linear mixed model and uses two random effects-one to capture the set association signal and one to capture confounders. We also introduce a computational speedup for two-random-effects models that makes this approach feasible even for extremely large cohorts. Using this model with both the likelihood ratio test and score test, we find that the former yields more power while controlling type I error. Application of our approach to richly structured GAW14 data demonstrates that our method successfully corrects for population structure and family relatedness, while application of our method to a 15,000 individual Crohn's disease case-control cohort demonstrates that it additionally recovers genes not recoverable by univariate analysis.   Availability: A Python-based library implementing our approach is available at http://mscompbio.codeplex.com",stat
